Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
577,3/11/2022,13:33:03,49,T1 KTemp C,56.3,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
578,3/11/2022,13:33:05,49,T1 KTemp C,56.3,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
579,3/11/2022,13:33:07,49,T1 KTemp C,56.3,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
580,3/11/2022,13:33:09,49,T1 KTemp C,56.3,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
581,3/11/2022,13:33:11,49,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
582,3/11/2022,13:33:13,49,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
583,3/11/2022,13:33:15,49,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
584,3/11/2022,13:33:17,49,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
585,3/11/2022,13:33:19,49,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
586,3/11/2022,13:33:21,49,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
587,3/11/2022,13:33:23,48.9,T1 KTemp C,56.2,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
588,3/11/2022,13:33:25,48.9,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
589,3/11/2022,13:33:27,48.9,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
590,3/11/2022,13:33:29,48.9,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
591,3/11/2022,13:33:31,48.9,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
592,3/11/2022,13:33:33,48.9,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
593,3/11/2022,13:33:35,48.8,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
594,3/11/2022,13:33:37,48.8,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
595,3/11/2022,13:33:39,48.8,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
596,3/11/2022,13:33:41,48.8,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
597,3/11/2022,13:33:43,48.8,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
598,3/11/2022,13:33:45,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
599,3/11/2022,13:33:47,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
600,3/11/2022,13:33:49,48.9,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
601,3/11/2022,13:33:51,48.9,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
602,3/11/2022,13:33:53,48.9,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
603,3/11/2022,13:33:55,48.9,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
604,3/11/2022,13:33:57,48.9,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
605,3/11/2022,13:33:59,48.9,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
606,3/11/2022,13:34:01,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
607,3/11/2022,13:34:03,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
608,3/11/2022,13:34:05,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
609,3/11/2022,13:34:07,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
610,3/11/2022,13:34:09,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
611,3/11/2022,13:34:11,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
612,3/11/2022,13:34:13,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
613,3/11/2022,13:34:15,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
614,3/11/2022,13:34:17,48.9,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
615,3/11/2022,13:34:19,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
616,3/11/2022,13:34:21,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
617,3/11/2022,13:34:23,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
618,3/11/2022,13:34:25,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
619,3/11/2022,13:34:27,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
620,3/11/2022,13:34:29,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
621,3/11/2022,13:34:31,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
622,3/11/2022,13:34:33,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
623,3/11/2022,13:34:35,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
624,3/11/2022,13:34:37,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
625,3/11/2022,13:34:39,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
626,3/11/2022,13:34:41,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
627,3/11/2022,13:34:43,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
628,3/11/2022,13:34:45,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
629,3/11/2022,13:34:47,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
630,3/11/2022,13:34:49,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
631,3/11/2022,13:34:51,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
632,3/11/2022,13:34:53,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
633,3/11/2022,13:34:55,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
634,3/11/2022,13:34:57,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
635,3/11/2022,13:34:59,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
636,3/11/2022,13:35:01,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
637,3/11/2022,13:35:03,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
638,3/11/2022,13:35:05,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
639,3/11/2022,13:35:07,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
640,3/11/2022,13:35:09,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
641,3/11/2022,13:35:11,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
642,3/11/2022,13:35:13,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
643,3/11/2022,13:35:15,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
644,3/11/2022,13:35:17,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
645,3/11/2022,13:35:19,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
646,3/11/2022,13:35:21,48.9,T1 KTemp C,56.1,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
647,3/11/2022,13:35:23,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
648,3/11/2022,13:35:25,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
649,3/11/2022,13:35:27,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
650,3/11/2022,13:35:29,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
651,3/11/2022,13:35:31,48.9,T1 KTemp C,56.2,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
652,3/11/2022,13:35:33,49,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
653,3/11/2022,13:35:35,49,T1 KTemp C,56.2,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
654,3/11/2022,13:35:37,49,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
655,3/11/2022,13:35:39,49,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
656,3/11/2022,13:35:41,48.9,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
657,3/11/2022,13:35:43,48.9,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
658,3/11/2022,13:35:45,48.8,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
659,3/11/2022,13:35:47,48.8,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
660,3/11/2022,13:35:49,48.8,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
661,3/11/2022,13:35:51,48.8,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
662,3/11/2022,13:35:53,48.8,T1 KTemp C,56.3,T2 KTemp C,25,T3 KTemp C,9999,T4 KTemp C
663,3/11/2022,13:35:55,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
664,3/11/2022,13:35:57,48.8,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
665,3/11/2022,13:35:59,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
666,3/11/2022,13:36:01,48.7,T1 KTemp C,56.3,T2 KTemp C,24.9,T3 KTemp C,9999,T4 KTemp C
667,3/11/2022,13:36:03,48.7,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
668,3/11/2022,13:36:05,48.7,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
669,3/11/2022,13:36:07,48.7,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
670,3/11/2022,13:36:09,48.7,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
671,3/11/2022,13:36:11,48.7,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
672,3/11/2022,13:36:13,48.7,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
673,3/11/2022,13:36:15,48.7,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
674,3/11/2022,13:36:17,48.6,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
675,3/11/2022,13:36:19,48.6,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
676,3/11/2022,13:36:21,48.6,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
677,3/11/2022,13:36:23,48.6,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
678,3/11/2022,13:36:25,48.6,T1 KTemp C,56.3,T2 KTemp C,24.8,T3 KTemp C,9999,T4 KTemp C
679,3/11/2022,13:36:27,48.6,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
680,3/11/2022,13:36:29,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
681,3/11/2022,13:36:31,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
682,3/11/2022,13:36:33,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
683,3/11/2022,13:36:35,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
684,3/11/2022,13:36:37,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
685,3/11/2022,13:36:39,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
686,3/11/2022,13:36:41,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
687,3/11/2022,13:36:43,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
688,3/11/2022,13:36:45,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
689,3/11/2022,13:36:47,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
690,3/11/2022,13:36:49,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
691,3/11/2022,13:36:51,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
692,3/11/2022,13:36:53,48.5,T1 KTemp C,56.3,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
693,3/11/2022,13:36:55,48.5,T1 KTemp C,56.2,T2 KTemp C,24.7,T3 KTemp C,9999,T4 KTemp C
694,3/11/2022,13:36:57,48.5,T1 KTemp C,56.2,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
695,3/11/2022,13:36:59,48.5,T1 KTemp C,56.2,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
696,3/11/2022,13:37:01,48.5,T1 KTemp C,56.2,T2 KTemp C,24.6,T3 KTemp C,9999,T4 KTemp C
697,3/11/2022,13:37:03,48.5,T1 KTemp C,56.3,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
698,3/11/2022,13:37:05,48.5,T1 KTemp C,56.3,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
699,3/11/2022,13:37:07,48.4,T1 KTemp C,56.3,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
700,3/11/2022,13:37:09,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
701,3/11/2022,13:37:11,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
702,3/11/2022,13:37:13,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
703,3/11/2022,13:37:15,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
704,3/11/2022,13:37:17,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
705,3/11/2022,13:37:19,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
706,3/11/2022,13:37:21,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
707,3/11/2022,13:37:23,48.4,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
708,3/11/2022,13:37:25,48.3,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
709,3/11/2022,13:37:27,48.3,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
710,3/11/2022,13:37:29,48.3,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
711,3/11/2022,13:37:31,48.3,T1 KTemp C,56.2,T2 KTemp C,24.5,T3 KTemp C,9999,T4 KTemp C
712,3/11/2022,13:37:33,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
713,3/11/2022,13:37:35,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
714,3/11/2022,13:37:37,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
715,3/11/2022,13:37:39,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
716,3/11/2022,13:37:41,48.3,T1 KTemp C,56.3,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
717,3/11/2022,13:37:43,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
718,3/11/2022,13:37:45,48.3,T1 KTemp C,56.3,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
719,3/11/2022,13:37:47,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
720,3/11/2022,13:37:49,48.3,T1 KTemp C,56.3,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
721,3/11/2022,13:37:51,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
722,3/11/2022,13:37:53,48.3,T1 KTemp C,56.2,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
723,3/11/2022,13:37:55,48.3,T1 KTemp C,56.3,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
724,3/11/2022,13:37:57,48.3,T1 KTemp C,56.2,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
725,3/11/2022,13:37:59,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
726,3/11/2022,13:38:01,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
727,3/11/2022,13:38:03,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
728,3/11/2022,13:38:05,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
729,3/11/2022,13:38:07,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
730,3/11/2022,13:38:09,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
731,3/11/2022,13:38:11,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
732,3/11/2022,13:38:13,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
733,3/11/2022,13:38:15,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
734,3/11/2022,13:38:17,48.3,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
735,3/11/2022,13:38:19,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
736,3/11/2022,13:38:21,48.3,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
737,3/11/2022,13:38:23,48.3,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
738,3/11/2022,13:38:25,48.3,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
739,3/11/2022,13:38:27,48.3,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
740,3/11/2022,13:38:29,48.3,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
741,3/11/2022,13:38:31,48.2,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
742,3/11/2022,13:38:33,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
743,3/11/2022,13:38:35,48.2,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
744,3/11/2022,13:38:37,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
745,3/11/2022,13:38:39,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
746,3/11/2022,13:38:41,48.2,T1 KTemp C,56.3,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
747,3/11/2022,13:38:43,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
748,3/11/2022,13:38:45,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
749,3/11/2022,13:38:47,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
750,3/11/2022,13:38:49,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
751,3/11/2022,13:38:51,48.2,T1 KTemp C,56.4,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
752,3/11/2022,13:38:53,48.2,T1 KTemp C,56.4,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
753,3/11/2022,13:38:55,48.2,T1 KTemp C,56.4,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
754,3/11/2022,13:38:57,48.2,T1 KTemp C,56.4,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
755,3/11/2022,13:38:59,48.2,T1 KTemp C,56.4,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
756,3/11/2022,13:39:01,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
757,3/11/2022,13:39:03,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
758,3/11/2022,13:39:05,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
759,3/11/2022,13:39:07,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
760,3/11/2022,13:39:09,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
761,3/11/2022,13:39:11,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
762,3/11/2022,13:39:13,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
763,3/11/2022,13:39:15,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
764,3/11/2022,13:39:17,48.2,T1 KTemp C,56.4,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
765,3/11/2022,13:39:19,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
766,3/11/2022,13:39:21,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
767,3/11/2022,13:39:23,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
768,3/11/2022,13:39:25,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
769,3/11/2022,13:39:27,48.2,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
770,3/11/2022,13:39:29,48.3,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
771,3/11/2022,13:39:31,48.3,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
772,3/11/2022,13:39:33,48.3,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
773,3/11/2022,13:39:35,48.3,T1 KTemp C,56.5,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
774,3/11/2022,13:39:37,48.3,T1 KTemp C,56.5,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
775,3/11/2022,13:39:39,48.3,T1 KTemp C,56.5,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
776,3/11/2022,13:39:41,48.3,T1 KTemp C,56.5,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
777,3/11/2022,13:39:43,48.3,T1 KTemp C,56.5,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
778,3/11/2022,13:39:45,48.3,T1 KTemp C,56.5,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
779,3/11/2022,13:39:47,48.3,T1 KTemp C,56.5,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
780,3/11/2022,13:39:49,48.3,T1 KTemp C,56.5,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
781,3/11/2022,13:39:51,48.3,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
782,3/11/2022,13:39:53,48.3,T1 KTemp C,56.5,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
783,3/11/2022,13:39:55,48.3,T1 KTemp C,56.4,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
784,3/11/2022,13:39:57,48.3,T1 KTemp C,56.4,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
785,3/11/2022,13:39:59,48.3,T1 KTemp C,56.5,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
786,3/11/2022,13:40:01,48.3,T1 KTemp C,56.4,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
787,3/11/2022,13:40:03,48.3,T1 KTemp C,56.5,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
788,3/11/2022,13:40:05,48.3,T1 KTemp C,56.5,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
