Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
1443,3/11/2022,15:24:38,47.2,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1444,3/11/2022,15:24:40,47.2,T1 KTemp C,56.9,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1445,3/11/2022,15:24:42,47.2,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1446,3/11/2022,15:24:44,47.2,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1447,3/11/2022,15:24:46,47.2,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1448,3/11/2022,15:24:48,47.2,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1449,3/11/2022,15:24:50,47.2,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1450,3/11/2022,15:24:52,47.2,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1451,3/11/2022,15:24:54,47.2,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1452,3/11/2022,15:24:56,47.2,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1453,3/11/2022,15:24:58,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1454,3/11/2022,15:25:00,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1455,3/11/2022,15:25:02,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1456,3/11/2022,15:25:04,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1457,3/11/2022,15:25:06,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1458,3/11/2022,15:25:08,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1459,3/11/2022,15:25:10,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1460,3/11/2022,15:25:12,47.3,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1461,3/11/2022,15:25:14,47.4,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1462,3/11/2022,15:25:16,47.4,T1 KTemp C,56.8,T2 KTemp C,24.4,T3 KTemp C,9999,T4 KTemp C
1463,3/11/2022,15:25:18,47.4,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1464,3/11/2022,15:25:20,47.4,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1465,3/11/2022,15:25:22,47.4,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1466,3/11/2022,15:25:24,47.4,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1467,3/11/2022,15:25:26,47.4,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1468,3/11/2022,15:25:28,47.4,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1469,3/11/2022,15:25:30,47.4,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1470,3/11/2022,15:25:32,47.4,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1471,3/11/2022,15:25:34,47.5,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1472,3/11/2022,15:25:36,47.5,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1473,3/11/2022,15:25:38,47.5,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1474,3/11/2022,15:25:40,47.5,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1475,3/11/2022,15:25:42,47.5,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1476,3/11/2022,15:25:44,47.5,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1477,3/11/2022,15:25:46,47.5,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1478,3/11/2022,15:25:48,47.6,T1 KTemp C,56.9,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1479,3/11/2022,15:25:50,47.6,T1 KTemp C,56.8,T2 KTemp C,24.3,T3 KTemp C,9999,T4 KTemp C
1480,3/11/2022,15:25:52,47.6,T1 KTemp C,56.8,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1481,3/11/2022,15:25:54,47.6,T1 KTemp C,56.8,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1482,3/11/2022,15:25:56,47.6,T1 KTemp C,56.8,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1483,3/11/2022,15:25:58,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1484,3/11/2022,15:26:00,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1485,3/11/2022,15:26:02,47.6,T1 KTemp C,56.8,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1486,3/11/2022,15:26:04,47.6,T1 KTemp C,56.8,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1487,3/11/2022,15:26:06,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1488,3/11/2022,15:26:08,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1489,3/11/2022,15:26:10,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1490,3/11/2022,15:26:12,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1491,3/11/2022,15:26:14,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1492,3/11/2022,15:26:16,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1493,3/11/2022,15:26:18,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1494,3/11/2022,15:26:20,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1495,3/11/2022,15:26:22,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1496,3/11/2022,15:26:24,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1497,3/11/2022,15:26:26,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1498,3/11/2022,15:26:28,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1499,3/11/2022,15:26:30,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1500,3/11/2022,15:26:32,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1501,3/11/2022,15:26:34,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1502,3/11/2022,15:26:36,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1503,3/11/2022,15:26:38,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1504,3/11/2022,15:26:40,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1505,3/11/2022,15:26:42,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1506,3/11/2022,15:26:44,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1507,3/11/2022,15:26:46,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1508,3/11/2022,15:26:48,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1509,3/11/2022,15:26:50,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1510,3/11/2022,15:26:52,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1511,3/11/2022,15:26:54,47.6,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1512,3/11/2022,15:26:56,47.6,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1513,3/11/2022,15:26:58,47.6,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1514,3/11/2022,15:27:00,47.6,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1515,3/11/2022,15:27:02,47.6,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1516,3/11/2022,15:27:04,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1517,3/11/2022,15:27:06,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1518,3/11/2022,15:27:08,47.6,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1519,3/11/2022,15:27:10,47.6,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1520,3/11/2022,15:27:12,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1521,3/11/2022,15:27:14,47.6,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1522,3/11/2022,15:27:16,47.7,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1523,3/11/2022,15:27:18,47.7,T1 KTemp C,56.9,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1524,3/11/2022,15:27:20,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1525,3/11/2022,15:27:22,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1526,3/11/2022,15:27:24,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1527,3/11/2022,15:27:26,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1528,3/11/2022,15:27:28,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1529,3/11/2022,15:27:30,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1530,3/11/2022,15:27:32,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1531,3/11/2022,15:27:34,47.7,T1 KTemp C,57,T2 KTemp C,24.2,T3 KTemp C,9999,T4 KTemp C
1532,3/11/2022,15:27:36,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1533,3/11/2022,15:27:38,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1534,3/11/2022,15:27:40,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1535,3/11/2022,15:27:42,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1536,3/11/2022,15:27:44,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1537,3/11/2022,15:27:46,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1538,3/11/2022,15:27:48,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1539,3/11/2022,15:27:50,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1540,3/11/2022,15:27:52,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1541,3/11/2022,15:27:54,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1542,3/11/2022,15:27:56,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1543,3/11/2022,15:27:58,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1544,3/11/2022,15:28:00,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1545,3/11/2022,15:28:02,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1546,3/11/2022,15:28:04,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1547,3/11/2022,15:28:06,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1548,3/11/2022,15:28:08,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1549,3/11/2022,15:28:10,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1550,3/11/2022,15:28:12,47.8,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1551,3/11/2022,15:28:14,47.8,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1552,3/11/2022,15:28:16,47.8,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1553,3/11/2022,15:28:18,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1554,3/11/2022,15:28:20,47.7,T1 KTemp C,56.9,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1555,3/11/2022,15:28:22,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1556,3/11/2022,15:28:24,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1557,3/11/2022,15:28:26,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1558,3/11/2022,15:28:28,47.6,T1 KTemp C,57,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1559,3/11/2022,15:28:30,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1560,3/11/2022,15:28:32,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1561,3/11/2022,15:28:34,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1562,3/11/2022,15:28:36,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1563,3/11/2022,15:28:38,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1564,3/11/2022,15:28:40,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1565,3/11/2022,15:28:42,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1566,3/11/2022,15:28:44,47.6,T1 KTemp C,56.9,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1567,3/11/2022,15:28:46,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1568,3/11/2022,15:28:48,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1569,3/11/2022,15:28:50,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1570,3/11/2022,15:28:52,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1571,3/11/2022,15:28:54,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1572,3/11/2022,15:28:56,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1573,3/11/2022,15:28:58,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1574,3/11/2022,15:29:00,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1575,3/11/2022,15:29:02,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1576,3/11/2022,15:29:04,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1577,3/11/2022,15:29:06,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1578,3/11/2022,15:29:08,47.6,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1579,3/11/2022,15:29:10,47.6,T1 KTemp C,56.9,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1580,3/11/2022,15:29:12,47.7,T1 KTemp C,56.9,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1581,3/11/2022,15:29:14,47.7,T1 KTemp C,56.9,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1582,3/11/2022,15:29:16,47.7,T1 KTemp C,56.9,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1583,3/11/2022,15:29:18,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1584,3/11/2022,15:29:20,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1585,3/11/2022,15:29:22,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1586,3/11/2022,15:29:24,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1587,3/11/2022,15:29:26,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1588,3/11/2022,15:29:28,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1589,3/11/2022,15:29:30,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1590,3/11/2022,15:29:32,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1591,3/11/2022,15:29:34,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1592,3/11/2022,15:29:36,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1593,3/11/2022,15:29:38,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1594,3/11/2022,15:29:40,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1595,3/11/2022,15:29:42,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1596,3/11/2022,15:29:44,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1597,3/11/2022,15:29:46,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1598,3/11/2022,15:29:48,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1599,3/11/2022,15:29:50,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1600,3/11/2022,15:29:52,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1601,3/11/2022,15:29:54,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1602,3/11/2022,15:29:56,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1603,3/11/2022,15:29:58,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1604,3/11/2022,15:30:00,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1605,3/11/2022,15:30:02,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1606,3/11/2022,15:30:04,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1607,3/11/2022,15:30:06,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1608,3/11/2022,15:30:08,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1609,3/11/2022,15:30:10,47.7,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1610,3/11/2022,15:30:12,47.7,T1 KTemp C,56.9,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1611,3/11/2022,15:30:14,47.7,T1 KTemp C,57,T2 KTemp C,24.1,T3 KTemp C,9999,T4 KTemp C
1612,3/11/2022,15:30:16,47.8,T1 KTemp C,57,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1613,3/11/2022,15:30:18,47.8,T1 KTemp C,56.9,T2 KTemp C,24,T3 KTemp C,9999,T4 KTemp C
1614,3/11/2022,15:30:20,47.8,T1 KTemp C,57,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1615,3/11/2022,15:30:22,47.8,T1 KTemp C,57,T2 KTemp C,23.9,T3 KTemp C,9999,T4 KTemp C
1616,3/11/2022,15:30:24,47.8,T1 KTemp C,57,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
1617,3/11/2022,15:30:26,47.7,T1 KTemp C,57,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
1618,3/11/2022,15:30:28,47.7,T1 KTemp C,57,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
1619,3/11/2022,15:30:30,47.7,T1 KTemp C,57,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
1620,3/11/2022,15:30:32,47.8,T1 KTemp C,57,T2 KTemp C,23.8,T3 KTemp C,9999,T4 KTemp C
1621,3/11/2022,15:30:34,47.8,T1 KTemp C,57,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
1622,3/11/2022,15:30:36,47.8,T1 KTemp C,57,T2 KTemp C,23.7,T3 KTemp C,9999,T4 KTemp C
1623,3/11/2022,15:30:38,47.8,T1 KTemp C,57,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1624,3/11/2022,15:30:40,47.8,T1 KTemp C,57,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1625,3/11/2022,15:30:42,47.8,T1 KTemp C,57,T2 KTemp C,23.6,T3 KTemp C,9999,T4 KTemp C
1626,3/11/2022,15:30:44,47.8,T1 KTemp C,57,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1627,3/11/2022,15:30:46,47.8,T1 KTemp C,57,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1628,3/11/2022,15:30:48,47.8,T1 KTemp C,57,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1629,3/11/2022,15:30:50,47.8,T1 KTemp C,57,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1630,3/11/2022,15:30:52,47.8,T1 KTemp C,57,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1631,3/11/2022,15:30:54,47.8,T1 KTemp C,57,T2 KTemp C,23.5,T3 KTemp C,9999,T4 KTemp C
1632,3/11/2022,15:30:56,47.8,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1633,3/11/2022,15:30:58,47.8,T1 KTemp C,57,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1634,3/11/2022,15:31:00,47.8,T1 KTemp C,57,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1635,3/11/2022,15:31:02,47.8,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1636,3/11/2022,15:31:04,47.8,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1637,3/11/2022,15:31:06,47.9,T1 KTemp C,57,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1638,3/11/2022,15:31:08,47.9,T1 KTemp C,56.9,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1639,3/11/2022,15:31:10,47.9,T1 KTemp C,57,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1640,3/11/2022,15:31:12,47.9,T1 KTemp C,57,T2 KTemp C,23.3,T3 KTemp C,9999,T4 KTemp C
1641,3/11/2022,15:31:14,47.9,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1642,3/11/2022,15:31:16,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1643,3/11/2022,15:31:18,48,T1 KTemp C,57,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1644,3/11/2022,15:31:20,48,T1 KTemp C,57,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1645,3/11/2022,15:31:22,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1646,3/11/2022,15:31:24,48,T1 KTemp C,57,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1647,3/11/2022,15:31:26,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1648,3/11/2022,15:31:28,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1649,3/11/2022,15:31:30,48,T1 KTemp C,57,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1650,3/11/2022,15:31:32,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1651,3/11/2022,15:31:34,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1652,3/11/2022,15:31:36,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1653,3/11/2022,15:31:38,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
1654,3/11/2022,15:31:40,48,T1 KTemp C,56.9,T2 KTemp C,23.4,T3 KTemp C,9999,T4 KTemp C
